Name,Gender,Reason,Direct,Indirect,Activity,Profit,Family_status,Dates,Doc_title,Doc_number,Doc_url,Case_study
SO Sang-kuk,male,"Head of the Department of Nuclear Physics, Kim Il Sung University.",,,,,,22-12-2009,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Yong Chol,male,"Alternate Member of Political Bureau and Member of the Central Committee of the Workers’ Party of Korea, Member of the State Affairs Commission of the Democratic People’s Republic of Korea and from June 2023, United Front Department Advisor. Former commander of Reconnaissance General Bureau (RGB), an entity sanctioned by the United Nations Security Council.",,,,,,19-12-2011,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
CHOE Kyong-song,male,"Colonel General in the Korean People’s Army. Former member of the Central Military Commission of the Workers’ Party of Korea, which is a key body for national defence matters in the DPRK. As such, responsible for supporting or promoting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes.",,,,,,20-05-2016,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
CHOE Yong-ho,male,"Colonel General in the Korean People’s Army/Korean People’s Army Air Force General. Former member of the Central Military Commission of the Workers’ Party of Korea, which is a key body for national defence matters in the DPRK. Commander of Korean People’s Army Air Force and Anti-aircraft force. As such, responsible for supporting or promoting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes.",,,,,,20-05-2016,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
HONG Sung-Mu,male,"Vice Director of the Munitions Industry Department (MID). The MID – designated by the UN Security Council on 2 March 2016 – is involved in key aspects of the DPRK’s missile programme. The MID is responsible for overseeing the development of the DPRK’s ballistic missiles, including research and development programmes. As such, Hong is responsible for the DPRK’s nuclear arms-related, ballistic-missile-related, or other weapons of mass destruction-related programmes. He witnessed the launch of the Hwasong-15 intercontinental ballistic missile on 28 November 2017. Participated in a meeting of the Central Military Commission of the Korean Workers’ Party in July 2020 dedicated to ‘deterrence from war’, a euphemism used to refer to the DPRK nuclear programme. Re-elected to Party Central Committee in January 2021. In March 2023, he was photographed with Kim Jong Un inspecting purported nuclear warheads ready for mounting on ballistic missiles.",,,,,,20-05-2016,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
JO Kyongchol,male,"General in the Korean People’s Army. Appointed as a Member of the Central Military Commission of the Workers’ Party of Korea in June 2022, which is a key body for national defence matters in the DPRK. Director of the Military Security Command. As such, responsible for supporting or promoting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes. Accompanied Kim Jong Un to largest-ever long-range artillery fire drill. Re-elected to Party Central Committee in January 2021.",,,,,,20-05-2016,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Chun-sam,male,"Lieutenant General, former member of the Central Military Commission of the Workers’ Party of Korea, which is a key body for national defence matters in the DPRK. Former Director of the Operations Department of the Military Headquarters of the Korean People’s Army and first vice chief of the Military Headquarters. As such, responsible for supporting or promoting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes.",,,,,,20-05-2016,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Chun-sop,male,"Former director of the Munitions Industry Department (MID). The MID – designated by the UN Security Council on 2 March 2016 – is involved in key aspects of the DPRK’s missile programme. The MID is responsible for overseeing the development of the DPRK’s ballistic missiles, including research and development programmes. Former member of the National Defence Commission, which was a key body for national defence matters in the DPRK. As such, responsible for supporting or promoting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes. Present at a photo session for those who contributed to successful SLBM test in May 2015.",,,,,,20-05-2016,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Jong-gak,male,"Former Director of the General Political Department of the Korean’s People’s Army. Vice Marshal in the Korean People’s Army, rector of the Military University of Kim Il-Sung, former Minister of the People’s Armed Forces and former member of the Central Military Commission of the Workers’ Party of Korea, which is a key body for national defence matters in the DPRK. As such, responsible for supporting or promoting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes.",,,,,,20-05-2016,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Rak Kyom,male,"Four Star General, former Commander of the Strategic Rocket Force, an entity designated by the United Nations, which comprises four strategic and tactical missile units, including the KN-08 (ICBM) brigade. Former member of the Central Military Commission of the Workers’ Party of Korea, which is a key body for national defence matters in the DPRK. Media reports identified KIM as attending the April 2016 ICBM engine test with KIM Jong Un. As such, responsible for supporting or promoting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes. Ordered ballistic rocket firing drill.",,,,,,20-05-2016,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Won-hong,male,"General of the Korean People’s Army. Former First Deputy Director of the General Political Department of the Korean People’s Army. Former Director of the State Security Department. Former Minister of State Security. Former Member of the Central Military Commission of the Workers’ Party of Korea and National Defence Commission, which was a key body for national defence matters in the DPRK. As such, responsible for supporting or promoting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes.",,,,,,20-05-2016,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
PAK Jong-chon,male,"Former Member of the Presidium of the Political Bureau of the Central Committee of the Workers’ Party, former Vice-Chairman of the Central Military Commission, former Secretary of the Central Committee of the Worker’s Party of Korea. Member of the State Affairs Commission, Marshal and former Chief of the General Staff. Performed the formal review at the 25 April 2022 military parade, which indicates his role in and responsibility for supporting or promoting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes.",,,,,,20-05-2016,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
LI Yong-ju,male,"Admiral of the Korean People’s Army. Former member of the Central Military Commission of the Workers’ Party of Korea, which is a key body for national defence matters in the DPRK. Former Commander in chief of the Korean People’s Navy, which is involved in the development of ballistic-missile programmes and in the development of the nuclear capacities of the DPRK naval forces. As such, responsible for supporting or promoting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes.",,,,,,20-05-2016,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
SON Chol-ju,male,"Colonel General of the Korean People’s Army. Vice Director, Guidance Bureau of the Korean People’s Army General Political Bureau and former Political Director of the Air and Anti-Air Forces, which oversee the development of modernised anti-aircraft rockets. As such, responsible for supporting or promoting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes. Son was listed as participating in a meeting of the Central Military Commission in May 2020 as Deputy Director responsible for the organisation of the Korean People’s Army.",,,,,,20-05-2016,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
YUN Jong-rin,male,"General of the Korean People’s Army, former commander of the Supreme Guard Command. Former member of the Central Military Commission of the Workers’ Party of Korea and member of the National Defence Commission, which was a key body for national defence matters in the DPRK. As such, responsible for supporting or promoting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes.",,,,,,20-05-2016,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
HONG Yong Chil,male,"Vice Director of the Munitions Industry Department (MID). The MID – designated by the UNSC on 2 March 2016 – is involved in key aspects of the DPRK’s missile programme. The MID is responsible for overseeing the development of the DPRK’s ballistic missiles, including R&D programmes. The Second Economic Committee and the Second Academy of Natural Sciences – also designated in August 2010 – are subordinate to the MID. Hong was described in 2019 as one of the leading officials in the field of national defence science. He accompanied Kim Jong Un during the firing of a new type of tactical guided weapon, and during the inspection of a new type of submarine under construction.",,,,,,20-05-2016,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
RI Hak Chol,male,"President of Green Pine Associated Corporation (‘Green Pine’). According to the UN Sanctions Committee in 2012, Green Pine had taken over many of the activities of the Korea Mining Development Trading Corporation (KOMID). KOMID was designated by the Committee in April 2009 and is the DPRK’s primary arms dealer and main exporter of goods and equipment related to ballistic missiles and conventional weapons. Green Pine was also seen as responsible for approximately half of the arms and related materiel exported by the DPRK. Green Pine was identified for sanctions for exporting arms or related materiel from the DPRK. Green Pine specialises in the production of maritime military craft and armaments, such as submarines, military boats and missile systems, and has exported torpedoes and technical assistance to Iranian defence-related firms. Green Pine has been designated by the UNSC.",,,,,,20-05-2016,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
YUN Chang Hyok,male,"Deputy Director of the Satellite Control Centre, National Aerospace Development Administration (NADA), which Kim Jong Un visited prior to the intercontinental ballistic missile (ICBM) test on 24 March 2022. NADA is subject to sanctions under UNSCR 2270 (2016) for involvement in the DPRK’s development of space science and technology, including satellite launches and carrier rockets. UNSCR 2270 (2016) condemned the DPRK’s satellite launch of 7 February 2016 for using ballistic missile technology and being in serious violation of Resolutions 1718 (2006), 1874 (2009), 2087 (2013) and 2094 (2013). As such, responsible for supporting or promoting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes.",,,,,,20-05-2016,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
RI Myong Su,male,"Vice Marshall of the Korean People’s Army, first vice commander of the Korean People’s Army Supreme Command. Until 2018, member of the Central Military Commission of the Workers’ Party of Korea and Chief of Staff of the People’s Armed Forces. Chief military representative at a state funeral in May 2022, but described as veteran in an April 2022 parade. Ri Myong Su has been influential in national defence matters including the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes. Ri is a member of the Supreme People’s Assembly (SPA).",,,,,,07-04-2017,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
SO Hong Chan,male,"Former First Vice-Minister of the People’s Armed Forces, former Director General of the Rear Services Bureau and former member of the Central Military Commission of the Workers’ Party of Korea. Re-elected as a Member of the Central Committee in January 2021. In this capacity, So Hong Chan is responsible for supporting or promoting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes.",,,,,,07-04-2017,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
WANG Chang Uk,male,"Minister for Industry and Atomic Energy, promoted to full Member of the Workers’ Party of Korea Central Committee in December 2021. In this capacity, Wang Chang Uk is responsible for supporting or promoting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes.",,,,,,07-04-2017,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
JANG Chol,male,"Member of the State Physical Culture and Sports Guidance Commission and former president of the State Academy of Sciences, an organisation dedicated to the development of technological and scientific capacities of the DPRK. In this latter capacity, Jang Chol held a strategic position for the development of DPRK nuclear activities. As such, responsible for supporting or promoting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes.",,,,,,07-04-2017,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
Kim Su Gil,unknown,"In his capacity as Director of the Korean People’s Army General Political Bureau between 2018 and 2021 and a Member of the State Affairs Commission between 2019 and 2021, and his position in 2023 as Chief Secretary of the Pyongyang City Party Committee and Alternative Member of the Political Bureau, he is responsible for the implementation of the Korean Workers’ Party decisions, related to the development of nuclear and ballistic programmes in violation of United Nations Security Council Resolutions 1718 (2006), 1874 (2009), 2087 (2013), 2094 (2013), 2270 (2016), 2321 (2016), 2356 (2017), 2371 (2017), 2375 (2017), and 2397 (2017).",,,,,,21-04-2022,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
JON Il Ho,male,"In his capacity as Chair of the Worker’s Party of Korea (WPK) Committee of the Academy for Defence Research and a member of the Central Committee of the WPK, he plays a major role in and is responsible for the development of the DPRK’s weapons of mass destruction programmes. Promoted to Colonel General in August 2019, recipient of the February 16 Science and Technology Prize, Director of the Research Institute of Automation and Institute Director of Kim Chaek University of Technology, and Vice Director of a Department of the Central Committee of the WPK, he participated at the launches of the Hwasong-14 intercontinental ballistic missile (ICBM) on 4 July 2017 and 28 July 2017, as well as most other missile launches in 2017, 2019 and March 2020.",,,,,,21-04-2022,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
JONG Sung Il,male,"In his capacity as a ‘Senior Party Official’ and ‘leading official in the field of national defence science’ and identified by a UN Member State as a former Vice-Director of the Munitions Industry Department of the Central Committee of Workers’ Party of Korea in 2017, he plays a major role in and is responsible for the development of the DPRK’s weapons of mass destruction programmes, in particular ballistic missiles. He was present during the Hwasong-14 intercontinental ballistic missile (ICBM) tests on 4 July 2017 and 28 July 2017 and present during ballistic missiles/large Multiple Launch Rocket System launches on 24 August 2019 and 10 September 2019.",,,,,,21-04-2022,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
YU Jin,male,"In his capacity as former Director of the Munitions Industry Department and, since 1 January 2023, Member of the Central Committee of Workers’ Party of Korea, he is responsible for playing a major role in the development of the DPRK’s weapons of mass destruction programmes both in nuclear and ballistic fields. He accompanied Kim Jong Un to the National Aerospace Development Administration prior to the March 2022 intercontinental ballistic missile (ICBM) launch and took part in the 2021 National Defence Exhibition, which displayed apparently new weapons systems. As Deputy Director, he was present during the Hwasong-14 ICBM tests of 4 July 2017 and 28 July 2017, as well as Kim Jong Un’s inspection of a new type of submarine, which the DPRK indicated was intended for the ‘strategic’ purpose of deploying submarine-launched ballistic missiles, possibly capable of carrying nuclear warheads, on 22 July 2019 and the ballistic missile launches of 25 July and 30 July 2019, and 2 August 2019.",,,,,,21-04-2022,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Kwang Yon 김광연,male,"In his capacity as a representative for Korea Mining Development Trading Corporation (KOMID) in Southern Africa, KIM Kwang Yon takes part in activities for an entity designated on 24 April 2009 by the Committee established pursuant to UNSCR 1718 (2006) as being engaged in or providing support for DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes. As such, he is directly involved in providing funds and supplies for the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes.",,,,,,12-12-2022,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Su Il,male,"Since 2016, KIM Su Il has been an agent in Viet Nam for the Munitions Industry Department, performing economic, trading, mining and shipping activities associated with the Department’s business activities to earn foreign currency for the DPRK. He is involved in the export of DPRK products such as anthracite and titanium concentrate. He also earned foreign currency by importing and exporting raw materials to and from the DPRK and exporting Vietnamese goods to China and other countries. He is therefore responsible for financial activities supporting the DPRK’s nuclear and ballistic programmes.",,,,,,12-12-2022,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
PAK Kwang Hun 박광훈,male,"In his capacity as a representative for Korea Ryonbong General Corporation (Ryonbong), PAK Kwang Hun takes part in activities for an entity designated on 24 April 2009 by the Committee established pursuant to UNSCR 1718 (2006) as being engaged in or providing support for DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes. As such, he is directly involved in providing funds and supplies for the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes.",,,,,,12-12-2022,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Ho Kyu 김호규,male,"In his capacity as a representative for Korea Ryonbong General Corporation (Ryonbong), KIM Ho Kyu takes part in activities for an entity designated on 24 April 2009 by the Committee established pursuant to UNSCR 1718 (2006) as being engaged in or providing support for DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes. As such, he is directly involved in providing funds and supplies for the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes.",,,,,,12-12-2022,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
JONG Yong Nam,male,"In his capacity as a representative in Minsk, Belarus, of an organisation with direct links to the Second Academy of Natural Sciences in the DPRK, JONG Yong Nam takes part in activities for a sanctioned entity set out in UNSCR 2094 (2013). This entity is known for its proliferation activities benefitting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes. As such, he is directly involved in providing funds and supplies for the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes.",,,,,,12-12-2022,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
SONG Rim,male,"The UN Panel of Experts reports that Song Rim is a worker for the ‘Biryugang Overseas Technology Cooperation Company’ (‘Head of IT Development Department’), which is directly linked to the ‘Hapjanggang Trading Corporation’, which is subordinate to the Ministry of Rocket Industry of the Democratic People’s Republic of Korea. A DPRK IT worker, Song Rim was identified in an apparent promotional video for a voice phishing hacking application, as highlighted by the Panel of Experts in its 2022 midterm report. The individual is therefore directly involved in providing support for the DPRK’s illicit programmes.",,,,,,31-05-2024,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Chol Sok,male,"The UN Panel of Experts reports that an intelligence officer of the Reconnaissance General Bureau of the DPRK, named Kim Chol Sok, operated hotels, casinos, restaurants and bars in Cambodia as of mid-2020 and worked to expand his business activities in tourism as well as in other business sectors, such as the mining of precious metals. Through his illicit activity in Cambodia, he is generating foreign currency whilst working for the Reconnaissance General Bureau. The Reconnaissance General Bureau of the DPRK is under UN sanctions since UNSCR 2270 (2016) of 2 March 2016. Kim Chol Sok is directly involved in violating UNSC resolutions and providing funds for the DPRK’s illicit programmes.",,,,,,31-05-2024,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
RIM Yong Hyok,male,"Rim Yong Hyok is the Deputy Representative for the UN-sanctioned Korea Mining Development Trading Corporation (KOMID) in Syria, which is the primary arms dealer and main exporter of goods and equipment related to ballistic missiles and conventional weapons from the DPRK. According to the United Nations Security Council Report on the Korea Mining and Development Trading Company (KOMID) and its subsidiary proxy cells, DPRK state-owned enterprises have been known to play a major role in the DPRK’s arms sales in global conflicts. Rim Yong Hyok has been promoting and supplying DPRK-made weapons and ammunition in Syria, including to Russian nationals, prompting his designation under US sanctions. He is directly involved in the DPRK’s illicit programmes.",,,,,,31-05-2024,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
JON Il-chun,male,"Former Director of ‘Office 39’, an office of the Worker’s Party of Korea responsible for acquiring hard currency, and former Director General of the State Development Bank. In this capacity, he was responsible for procuring financial resources that could be used to support the nuclear and ballistic missile programme. ‘Office 39’ was also in charge of bypassing sanctions by purchasing goods through DPRK diplomatic representations. Representative of the National Defence Commission, which was a key body for national defence matters in the DPRK, he was elected director-general of the State Development Bank in March 2010. Elected Workers’ Party of Korea Central Committee alternate member in May 2016 at the 7th Party Congress of Workers’ Party of Korea.",,,,,,22-12-2010,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Tong-un,male,"Former director of ‘Office 39’ of the Central Committee of the Workers’ Party of Korea, which was involved in proliferation financing. He may have also worked in another Party unit, ‘Office 38’, to raise funds for the leadership and elites that could have supported the nuclear and ballistic missile programme.",,,,,,22-12-2009,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Yong Nam,male,"KIM Yong Nam has been identified by the Panel of Experts as an agent of the Reconnaissance General Bureau, an entity that has been designated by the United Nations. He and his son KIM Su Gwang have been identified by the Panel of Experts as engaging in a pattern of deceptive financial practices, which could have contributed to the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes. KIM Yong Nam opened various current and savings accounts in the European Union and was involved in various large bank transfers to bank accounts in the European Union or to accounts outside the European Union while working as a diplomat, including to accounts in the name of his son KIM Su Gwang and daughter-in-law KIM Kyong Hui.",,,,,,20-04-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
DJANG Tcheul Hy,female,"DJANG Tcheul Hy was involved together with her husband KIM Yong Nam, her son KIM Su Gwang and her daughter-in-law KIM Kyong Hui in a pattern of deceptive financial practices, which could have contributed to the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes. She was the owner of several bank accounts in the European Union, which were opened by her son KIM Su Gwang in her name. She was also involved in several bank transfers from accounts from her daughter-in-law KIM Kyong Hui to bank accounts outside the Union.",,,,,,20-04-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Su Gwang,male,"KIM Su Gwang has been identified by the Panel of Experts as an agent of the Reconnaissance General Bureau, an entity that has been designated by the United Nations. He and his father KIM Yong Nam have been identified by the Panel of Experts as engaging in a pattern of deceptive financial practices, which could have contributed to the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes. KIM Su Gwang opened multiple bank accounts in several Member States, including under family members’ names. He was involved in various large bank transfers to bank accounts in the European Union or to accounts outside the European Union while working as a diplomat, including to accounts in the name of his spouse KIM Kyong Hui.",,,,,,20-04-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Kyong Hui,female,"KIM Kyong Hui was involved together with her husband KIM Su Gwang, her father-in-law KIM Yong Nam and her mother-in-law DJANG Tcheul Hy in a pattern of deceptive financial practices, which could have contributed to the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes. She received several bank transfers from her husband KIM Su Gwang and father-in-law KIM Yong Nam, and transferred money to accounts outside the Union in her name or the name of her mother-in-law, DJANG Tcheul Hy.",,,,,,20-04-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Kyong Nam,male,"The UN Panel of Experts has received information from multiple UN Member States on Kim Kyong Nam being a representative of the Foreign Trade Bank (FTB), the DPRK’s primary foreign exchange bank. FTB was sanctioned by the Security Council Committee established pursuant to UNSCR 1718 (2006) on 26 July 2022. In his position, Kim Kyong Nam is directly involved in providing support for the DPRK’s illicit programmes.",,,,,,31-05-2024,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Hyok Chan,unknown,"Kim Hyok Chan has served as Secretary at the DPRK embassy in Angola and as representative of Green Pine, a UN listed entity, including negotiating contracts for the refurbishment of Angolan naval vessels in violation of the prohibitions imposed by United Nations Security Council Resolutions.",,,,,,16-10-2017,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
CHOE Chan Il,unknown,"Director of the Dandong office of Korea Heungjin Trading Company, a UN designated entity. Korea Heungjin is used by KOMID, another UN designated entity, for trading purposes. KOMID was designated by the UN Sanctions Committee in April 2009 and is the DPRK’s primary arms dealer and main exporter of goods and equipment related to ballistic missiles and conventional weapons.",,,,,,22-01-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Chol Nam,unknown,"Dandong branch of Sobaeksu United Director of the Corp which has been designated by the Union. Representative of the Beijing branch of Korea Changgwang Trading Corporation, which has been identified by the UN Panel of Experts as an alias of KOMID. KOMID was designated by the Sanctions Committee in April 2009 and is the DPRK's primary arms dealer and main exporter of goods and equipment related to ballistic missiles and conventional weapons.",,,,,,22-01-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
JON Chol Young,unknown,Former representative in Angola of Green Pine Associated Corporation and DPRK diplomat accredited to Angola.; Green Pine has been designated by the UN for activities including violating the UN arms embargo. Green Pine has also negotiated contracts for the refurbishment of Angolan naval vessels in violation of the prohibitions imposed by United Nations Security Council Resolutions.,,,,,,22-01-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
AN Jong Hyuk,unknown,"Representative of Saeng Pil Trading Corporation, an alias of Green Pine Associated Corporation, and DPRK diplomat in Egypt.; Green Pine has been designated by the UN for activities including breach of the UN arms embargo.; An Jong Hyuk was authorized to conduct all types of business on behalf of Saeng Pil, including signing and implementing contracts and banking business. The company specializes in the construction of naval vessels and the design, fabrication and installation of electronic communication and marine navigation equipment.",,,,,,22-01-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
YUN Chol a.k.a. CHOL Yun,unknown,"Yun Chol has been identified by the UN Panel of Experts as contact person of the DPRK Company General Precious Metal involved in the sale of lithium-6, a UN prohibited nuclear-related item, and DPRK diplomat.; General Precious Metal has previously been identified by the Union as an alias of the UN designated entity Green Pine.",,,,,,22-01-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
